,Kryterium 1,Kryterium 2,Kryterium 3,Kryterium 4,Kryterium 5,Kryterium 6,Kryterium 7,Kryterium 8,Kryterium 9,Kryterium 10
12,0.2739380469900111,0.4347372574738963,0.17972664891024126,0.5458833346460816,0.2543526018500448,0.26869717020100153,0.8590138995508269,0.03852211740965644,0.8493594250477641,0.6337779855591125
13,0,0.8603196504133177,0.23752410364412502,0.5976013724959823,0.479426158889607,0.7419287081031141,0.4790179486212473,0.4790289804043286,0.1909965061073453,0.08744438077560801
14,0.34305764087869217,0.11568836196844817,0.6795192087228379,0.5168787171590884,0,0.4331056056334347,0.35028967605555106,0.4649825005872995,0.9639529609492024,0.7260467180663985
15,0.4529958151902343,0.2013982420657976,0.7016684156528814,0.7768862567806094,0.44579250849781454,0.0987295128793248,0.7434774015083869,0.1703484369317782,0.6064121382390772,0.3574704107388459
16,0.31686858383474525,0.3079518859197816,0.4914359480894691,0.7605415976228711,0.525620211776164,0.5749198771815314,0.6603493111755323,0.820454164898103,0.7064184139167602,0.4484870427124408
17,0,0.05645514333122448,0.302607553539548,0.9217853691381924,0.6083501040330541,0.5713085851402887,0.6595097413626776,0.7968671884783987,0.6330954059303764,0.5399999252352934
18,0.3540594928201065,0.5069201242958808,0.953337620405002,0.5626831029759597,0.775805199765,0.604772431323985,0.49185928592724953,0.2534355605806585,0.46222147416532827,0.7373948290559543
19,0.5542723578719272,0.4051573032784045,0.7245715113161109,0.5385140879111179,0.5926057177751515,0.4748653899217784,0.24051736374638077,0.46396420423300716,0.6548012345262579,0.4859096746477365
20,0.6427294352130282,0.3530493748339901,0.8569803293840346,0.2620782975999315,0.22406615732061191,0.5426571219679771,0.4976032755219528,0.4008749339590929,1,0.3516309610848314
21,0.48261514098946495,0.6545269922796079,0.5520865019234161,0.10842354593030906,0,0.4239866382010884,0.14132823809263212,0.5409941138733202,0.40052479584228573,0.6283785698466925
22,0.17278631283987567,0.6767145684436279,0.3963525121422627,0.38045127738987106,0.13251926132720027,0.5740396521094966,0.4871520249681817,0.3756535868126853,0.05645722681853199,0.6677623601251735
23,0.5419154124058985,0.617606672171225,0,0.3965102110246783,0.49842561733152013,0.06219332255449195,0.4937885673503967,0.22511527892339167,0.4342495693752001,0.8416973198491888
24,0.7702001357459226,0.8954492496851396,0.5470053680073764,0.21277026521921377,0.40701728516205116,0.5635790367895679,0.3585678936098351,0.18048431009127142,0.570129847600116,0.2386471821502129
25,0.4863570789480101,0.7254625769680438,0.15115474185389272,0.4169115412249595,0.3703631717600959,0.3442074596840881,0.2832196873652895,0.725463206112253,0.7942799243399568,0.29280668480269234
26,0.2996081165312488,0.4245509034204736,0.5542321742536336,0.23737187603123738,0.32288364551367443,0.690493155359727,0.20896365529030847,0.43428562238910984,0.8900287770521701,0.5018900261334821
27,0.5844883395478342,0.5892091985561739,0.24115403316274114,0.45550942920492893,0.31774804666568335,0.3519826971283587,0.8232798528189915,0.7153742552020028,0.7963320161561207,0.47746551310570584
28,0.5477838936484395,0.6229197088212532,0.33512872265201976,0.5196038370598313,0.2870002024409479,0.7802930442626564,0.8782536375390029,0.4873407835293989,0.328597648512301,0.5257708823267306
29,0.6983255292047786,0.209212347434239,0.341172093847911,0.17855485309324226,0.33487404119557473,0.6386602354011647,0.5765388474480951,0.36164428531199455,0.244377518479653,1
30,0.10122321150713742,0.22305945035128494,1,0.37528381451854675,0,0.17480088389986342,0.2691907285207069,0.7659957764108272,0.7746021497398689,0.44764023823019333
31,0.6828664051173238,0.5631004204552739,0.40719209249658833,0.48650919729215136,0.8342555235191547,0.33304563129633913,0.16047203729571224,0.42751535813287,0.3826589548938763,0.33073957448580127
32,0.5965354631953401,0.2614205073516568,0.5590954312280325,0.3148897070949586,0.4667747781567513,1,0.07991164599110079,0.2579894386619398,0.2773515644917145,0.9695609843883237
33,0.6252250060941902,0.38887569604176664,0,0.6810509258957782,0.5977444241099569,0.4585327192786076,0.563622380026622,0.7237893421999567,0.5527048463297556,0.6563683510600276
34,0.547572577451284,0.7694103533010739,0.6102429439953083,0.35012277798852387,0.19989895195765284,0,0.5772568964554248,0.4519689733692232,1,0.7448211777845628
35,0.25690259638146806,0.22436649019099159,0.24157193264324334,0.7640950949962894,0.6521176966173089,0.7073766472166482,0.88793862069482,1,0,0.6472941916871883
36,0.43750102993438905,0.7721074803407346,0.4134847761711599,0.3260028777335159,0.5930901871501086,0.812624681356825,0.6532363647290161,0.36209608821013034,0.2998646137747323,0.1697582798804278
37,0.2997640582630533,0.1292333889446064,0.9720183559099544,0.6314098268026578,0.5769662581417888,0.5889953573480926,0.8315726266157482,0.4146901232395261,0.2637167457354106,0.4041975417978042
38,0.4263558932154795,0.47925223266372724,0.6181847662022706,0.6399680728964087,0.737916540849162,0.29669565856310587,0.4337450290532345,0.518824994687364,0.15051899844434696,0.7994098876628013
39,0.3691043438576395,0.5601176848458307,0.4744861672213586,0.5846943049583951,0.7433047271561938,0.6146269809735689,1,0.6675367627966076,0.5825493919726012,0.5104294425839185
40,0.5161649149431667,0.49321065605946524,0.24767725126824097,0.07361454344252805,0.24280064326983747,0.555295882815496,0.4984994681751163,0.29080964748820437,0.7149364365559631,0.2658501911095916
41,1,0.41701594628108263,0.28807579692521557,0.552697934733971,0.3874050630900626,0.31379237563041007,0.2501182659578716,0.9790620147438083,0.6163321040181187,0.47930219728107715
42,0.16520664406876306,0.5132975688240504,0.34759443190395356,0.5004317504513659,0.6628883512965048,0.48001218312378163,0.5241982597639839,0.5192559941559647,0.8874586873285654,0.34300684487656263
43,0.1961669033034627,0.6481692903400736,0.5771368825284445,0.6562384765606811,0.38589287942190326,1,0,0.3620497654119538,0.8414105254790768,0.43522493132753903
44,0.8627781971093065,0.8972404571450945,0,0.4727697100118071,0.22211484984829105,0.8232904798375333,0.4779092352014554,0.6156272941708792,0.6898312616407624,0.24476599035478047
45,0.5965080203975287,0.3399718194276745,0.4408812952744476,0.6422486651035396,0.6585697639471382,0.8585830304362836,0.7315355591300631,0.8928104288940865,0.3170965686703536,0.46451297108793654
46,0.7659876411852549,0.6103909482134803,0.5799629211235374,0.8320958262188336,0.13707825997347362,0.6385571440913936,0.6587656851382916,0.6229899361247542,0.374196483545923,0.43428718662788907
47,0.6724285389504447,0.7520366225160595,0.376907560184522,0.8793177261025802,0.6907758202751413,0.6773794276577094,0.46391612852194675,0.1633163733735296,0.8433704165503787,0.5824219022551057
48,0.7772308587097565,0.48691505177328753,0.033473588546376776,0.27892992388322396,0.47912142088106013,0.31029216518068475,0.4985061342955062,0.2949267044641684,0.431829718802106,0.26078707033848225
49,0.10091677531580345,0.7298324000134967,0.7912080263113606,0.9548021961138424,0.9291023349506335,0.30130244551004554,0.3671180062999027,0.3767269837208783,0.434519924236844,0.829806482356666
50,0.3880762508840001,0.6706330770867878,0.5656561593293052,0.522584709558299,0.4210857966196555,0.36181154395256954,0.6340154509272153,0.09440006644010823,0.20406639596927656,0.14676863953875485
51,0.4951472084849843,0.25655599233571535,0.8667258561584565,0.9997074402838828,0.8258254302513911,0.6116515711337918,0.07987715752625596,0.5369749725033617,0.6073396091708901,0.948850228811285
52,0.5720594254766923,0.5657405661320897,0.48597468000102706,0.7379534207002207,0.30670464484086546,0.4451505832054219,0.15822750150689857,0.052987327360895065,0.5796548338736905,0.2944967940596205
53,0.6135180568469493,0.20948098418118427,0.6398975325365868,0.5902805839744574,0.4641370458288667,0.4550714927648484,1,0.45046236671268175,0.1988595218804241,0.3585247993739576
54,0.4693689070661557,0.04606681947065122,0.24266243265443188,0.5590016292699618,0.6998218655379435,0.8300706908038898,0.26543499829120265,0.6296271169585692,0.33211216887111406,0.6154060333852557
55,0.4576406090558999,0.5189592313918743,0.16845102564152808,0.39622241065581887,0.08965606606773968,0.5156086971950743,0.5974504195653364,0.4308606754245642,0.3924461750912046,0.5611413800203497
56,0.8504111448784568,0.431649416823879,0.4942920421257493,0.8242724752527629,0.2360100448339973,0.5690019964527354,0.5476301699052747,0.26344751548362394,0.5966771240646894,0.544809565673263
57,0.3175715341982188,0.3387415513157475,0.53287017071263,0.50185063502625,0.1913859000546289,0.42499168919203606,0.8266879646657967,0.5110488081121755,0.9117357916342748,0.5857612822862146
58,0.7318268955473295,0.6178917203219605,0.45541912418608077,0.795169270933848,0.4949291418519855,0.19085481424625012,1,0.3698875342165129,0.1533503966639433,0.8110766114747825
59,0.2367994136916834,0.927983231277578,0.1778594040411794,0.26803419551493224,0.814756272570081,0.3761509076793683,0.5849861719296104,0.5712313260173232,0.7549892329383763,0.5910027053413989
60,0.7498281638028452,0.7728704316257615,0.5435425362879232,0.43992615371889227,0.18467186033196936,0.39451931109382643,0.4262295603815356,0.8962951410273592,0.33582188117044476,0.8752319454839166
61,0.4808425302161991,0.3826047729501686,0.7083661179964235,0.7678908903925884,0.4796240898990192,0.39120119209883597,0.5639678721778817,0.3159309188821572,0,0.4322932266343761
62,0.5717144700340983,0.32896459246902565,0.6198578255076734,0.6186922450382575,0.33058295544414107,0.6103243907591659,0.22411210282425192,0.36291869499261487,0.5043169689861625,0.18962540565889774
63,0.3384875840089947,0.26697011747384675,0.4027582389272191,0.2062498618565446,0.0003190421796873122,0.41965676576148975,0.3057319234738483,0.6339693986122609,0.5443929814477376,0.46721552764680635
64,0.5765649042820367,0.3124588996680754,0.40247425501473744,0.7498925984374034,0.28609353495261425,0.37130553758965,0.6020436627625638,0.3888981000361679,0.28954422588807227,1
65,0.4946919823910165,0.023205039487038115,0.6303333246196637,0.28725201736972367,0.17909138893888155,0.5453865217519603,0.5010270089378005,0.28499478895151975,0.4647071052595232,0.6821536968941535
66,0.4133233076544389,0.45305822810124136,0.5896354644875571,0.28936668981315783,0.6932973334572029,0.4216406355538825,0.9056765562599071,0.35194923825521984,0.5315345632139764,0.9299820100162182
67,0.7684323734957983,0.5858130214879873,0.6998488997335197,0.56317643576145,0.8925743114235762,0.6289460377934919,0.03758765312137574,0.5016343826048416,0.6799506244667068,0.6128683884879028
68,0.34535011615240874,0.7195597534146809,0.018368844763436643,0.9765398419357881,0.9475925685508283,0.6304176988512498,0.5453198067137095,0.6363494704248411,0.16228274904918621,0.6507872635843454
69,0.38581209520726367,0.9000426430256607,0.5582233254834791,0.7572537911381254,0.352570609473128,0.32631276089494166,0.4829049445039005,0.2645623303112198,0.43338024998220726,0.15840377082641882
70,0.6527189831284775,0.40997455161276675,0.3772366451458031,0.5353692181143864,0.8123925226605399,0.6599729755399899,0.7787053624311049,0.31392836806070756,0.6660240557801426,0.4947947292016842
71,0.8084295100586187,0.5331606083375249,0.434229555594084,0.2507126612365573,0.8807194143036152,0.27509472499093424,0.6362990146473413,0.5909903484433461,0.29965039179611874,0.5951945975418986
72,0.9797740884422337,0.39064317339295396,0.08085391529928998,0.7144543839258812,0.8025155943957096,0.8451781916319512,0.48796395153405253,0.4259562830558133,0.5889807751708456,0.376541628312929
73,0,0.3174229772841597,0.48479676503758085,0.3429160275997698,0.3916480051465442,0.5475016700783106,0.2945340873813345,0.59710054530324,0.328814463145298,0.2625774992999099
74,0.6001224500007606,0.5423206403271321,0.4074703904645622,0.7750992353165405,0.5156218120533789,0.18240829724401564,0.5338122651329903,0.39118587288665485,0.8959304103535393,0.42148514731496467
75,0.5795534269855092,0,0.20581558066282796,0.40100959264739006,0.44535663807191306,0.03703318052283683,0.28131231306295124,0.823111635209379,0.8296433856795189,0.3915615769027879
76,0.58093108863732,0.4814070886690423,0.4246819779874599,0,0.5229477435986699,0.6541724749930551,0.5645240042995303,0.35171765964707247,0.3042876652218711,0
77,0.832535768436753,0.0831270788639098,0.2662942230724845,0.226139491444934,0.611738591577343,0.07722639057548769,0.4605677143764776,0.5176426976879974,0.6262532451282166,0.4714527759783562
78,0.5119816884656105,0.3310405559853843,0.6644842513521911,0.4657219136946314,0.3557250439696954,0.14000131008384653,0.4285310777463548,0.5702820983566903,0.5689990784581931,0.4889494798092086
79,0.8933353793237533,0.5159213228530155,0.959468578616522,0.06546309535605604,0.1180600711681602,0.7568521148914464,0.4470141431025165,0.27420838884738286,0.6033663914040395,0.8536758690742254
80,0.527164668469684,0.4628258559709587,0.4177938764802118,0.3030957734834756,0.44930710998466095,0.45959395895046956,0.7503155747984549,0.4611880566115896,0.45480362224149584,0.855571249873279
81,0.7355474334241954,0.9200876538665876,0.5398178193433025,0.7950203179564509,0.6330499622924403,0.2569348524824433,0.8605748891391074,0.5698734928831956,0.5364427728967247,0.5144693345577033
82,0.4787798675824288,0.1828874584005178,0.5928914205132163,0.6657429159346534,0.36112324731391454,0.45990719464205865,0.07673205922668791,0.559240115232526,0.7486492450633881,0.05902412558551556
83,0.4542069531145453,0.3070075095668118,0.5329791127026721,0.6190630210824993,0.06644264948523326,0.8101289660499974,0.2647844088283927,0.39225531574315975,0.6220719117497061,0.542411626683737
84,0.4048808923679142,0.5132119516145772,0.5058515801207784,0.549337809009019,0.5301232010662914,0.6009710119575948,0.8941029283674153,0.44956600249178325,0.5827674464501437,0.5219648475631553
85,0.7063252546413019,1,0.6059515514299026,0.5767052094110057,0.008735717284562405,0.7650624642298723,0.8453680755544549,0.6979948922072488,0.34685634768099893,0.46371256921462034
86,0.7537807838416288,0.8141237962770331,0.8244837392882158,0.5554019408542197,0.6263043767499089,0.9146992755560521,0.6539215844406602,0.7279538685829863,0.5986319316101186,0.515098024774344
87,0.8732592757395641,0.37112573282357225,0.40546989395561106,0.5418403837056446,0.3351989687900443,0.6015495386029239,0.5106289129742552,0.729046946008844,0.7941014632035192,0.3936895492606533
88,0.7329698094743047,0.20221972052021536,0.5945915108691263,0.6293838570971796,0.38038002460399045,0.5590593964431797,0.8735058401731081,0.18073705993073025,0.49910436573359085,0.7764737279668033
89,0.06423666619072865,0.8417272532881768,0.5766923430132357,0.3504590470829405,0.6784409846137167,0.26947966042773264,0.4749237084891124,0.6765733981550238,0.42587428989039494,0.5418071169901858
90,0.5165035818809883,1,0.9336065815633532,0.5946140334618689,0.36926810928273535,0.5679497496006229,0.11824643809419894,0.2588550509815476,0.38263812167803984,0.13397365566901298
91,0.1181227172924138,0.35348676278924107,0.599485802384005,0.9037298034128505,0.49281796972834024,0.3978299456838314,0.20704499806415916,0.3921801786635856,0.429366784017176,0.8376797710283505
92,0.7015095985466215,0.8417913302598071,0.19013189175106904,0.47324382921629865,0.40790548141377725,0.9779538279538225,0.5232712487458703,0.3908415777559676,0.2994986429471881,0.91569379363311
93,0.3233880697262588,0.3585676629928757,0.6774356146761298,0.6734615772922635,0.6036661985005422,0.9637792799227478,0.6712161500185057,0.6347968856866104,0.6100395269168526,0.42378034494462197
94,0,0.6236133675744541,0.6396448035348828,0.20020196173222288,0.5925247112622457,0.7006967386223195,0.7204881722697056,0.6213840441304339,0.4208976804191047,0.5572320052114055
95,0.3540946339592511,0.8929589399205741,0.5314767212518914,0.5120043607504396,0.5749337684825145,0.3923670226490409,0.33494180843553756,0.6591584481543177,0.22985638463549113,0.4190647872713339
96,0.41830297182017057,0.6200456022704972,0.7863570849057507,0.5210797335644465,0.5021412915853031,0.6612698289371588,0.367749610145801,0.3680802446837688,0.45408051984880043,0.056786729277279735
97,0.6971414278303816,0.4696612355686218,0.6185015345123028,0.2746768248946914,0.3601028022211369,0.4053158255685876,0.4361174513939031,0.2786147199672515,0.833342130232986,0.7537514764600162
98,0.7754650364444675,0.2704656430534643,0.5915454849872884,0.6056535984495353,0.5944893883521837,0.9984622782926003,0.33783565978830593,0.29284028021118147,0.67854249021248,0.4708140281940397
99,0.34634240998416366,0.7301644425969593,0.23794345524470212,0.22955111077694973,0.8154154225778615,0.38391552471907464,0.8065849362349007,0.22984411779278097,0.6090548985155085,0.3385233275997378
